Candidate_ID,Resume_Text,Skills,Experience (Years),Education,Certifications,Applied_Job_Title,Required_Skills,Industry,Job_Description,Work_Type,Location,Salary_Expectation,Offered_Salary,Application_Status,Hired,Performance_Score
CAND_1177,"Candidate 177 has experience in C++, Embedded Systems, IoT.","Java, Spring Boot, Microservices",8,Master's,Certified Ethical Hacker,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,Berlin,71578,66771,Interviewed,0,
CAND_1178,"Candidate 178 has experience in SQL, Data Analysis, Tableau.","Python, Machine Learning, NLP",8,Master's,None,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,New York,84475,88381,Rejected,0,
CAND_1179,"Candidate 179 has experience in Deep Learning, TensorFlow, PyTorch.","React, JavaScript, Node.js",7,Bachelor's,None,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,73799,74415,Hired,1,0.47
CAND_1180,"Candidate 180 has experience in SQL, Data Analysis, Tableau.","SQL, Data Analysis, Tableau",14,Master's,Certified Ethical Hacker,AI Engineer,"Python, Machine Learning, NLP",IT,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",Remote,Berlin,108744,113580,Interviewed,0,
CAND_1181,"Candidate 181 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",6,Bachelor's,Google Data Engineer,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Remote,New York,122398,121825,Shortlisted,0,
CAND_1182,"Candidate 182 has experience in React, JavaScript, Node.js.","SQL, Data Analysis, Tableau",3,PhD,None,DevOps Engineer,"React, JavaScript, Node.js",Education,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",Hybrid,New York,145431,143635,Rejected,0,
CAND_1183,"Candidate 183 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",15,PhD,Certified Ethical Hacker,DevOps Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a DevOps Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,San Francisco,57452,57529,Rejected,0,
CAND_1184,"Candidate 184 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",14,PhD,Certified Ethical Hacker,AI Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Remote,London,67559,67459,Rejected,0,
CAND_1185,"Candidate 185 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",6,PhD,Google Data Engineer,Security Analyst,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Security Analyst with skills in SQL, Data Analysis, Tableau.",On-site,New York,117044,120889,Hired,1,0.44
CAND_1186,"Candidate 186 has experience in Python, Machine Learning, NLP.","Deep Learning, TensorFlow, PyTorch",12,Diploma,AWS Certified,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,Berlin,131016,134829,Interviewed,0,
CAND_1187,"Candidate 187 has experience in Python, Machine Learning, NLP.","Java, Spring Boot, Microservices",10,PhD,Certified Ethical Hacker,Data Scientist,"AWS, DevOps, Kubernetes",IT,"Looking for a Data Scientist with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,110053,107284,Hired,1,0.15
CAND_1188,"Candidate 188 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","React, JavaScript, Node.js",5,Bachelor's,Certified Ethical Hacker,Software Engineer,"React, JavaScript, Node.js",Finance,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",On-site,London,143234,139633,Shortlisted,0,
CAND_1189,"Candidate 189 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Java, Spring Boot, Microservices",5,Bachelor's,Google Data Engineer,AI Engineer,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,110013,109963,Interviewed,0,
CAND_1190,"Candidate 190 has experience in SQL, Data Analysis, Tableau.","AWS, DevOps, Kubernetes",10,PhD,None,Security Analyst,"C++, Embedded Systems, IoT",Healthcare,"Looking for a Security Analyst with skills in C++, Embedded Systems, IoT.",On-site,Berlin,133228,136585,Rejected,0,
CAND_1191,"Candidate 191 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",6,Master's,None,Data Scientist,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a Data Scientist with skills in AWS, DevOps, Kubernetes.",Hybrid,New York,75097,77184,Interviewed,0,
CAND_1192,"Candidate 192 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",14,PhD,PMP,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Berlin,63672,62580,Hired,1,0.94
CAND_1193,"Candidate 193 has experience in Deep Learning, TensorFlow, PyTorch.","Python, Machine Learning, NLP",2,PhD,Certified Ethical Hacker,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,New York,122209,121323,Hired,1,0.05
CAND_1194,"Candidate 194 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",8,PhD,Certified Ethical Hacker,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Chicago,66765,66196,Hired,1,0.85
CAND_1195,"Candidate 195 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",1,Bachelor's,PMP,Security Analyst,"React, JavaScript, Node.js",IT,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",Remote,Chicago,143269,145210,Shortlisted,0,
CAND_1196,"Candidate 196 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",12,PhD,Google Data Engineer,AI Engineer,"AWS, DevOps, Kubernetes",Education,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",On-site,Berlin,52042,49233,Rejected,0,
CAND_1197,"Candidate 197 has experience in C++, Embedded Systems, IoT.","SQL, Data Analysis, Tableau",6,Diploma,None,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,San Francisco,140046,142411,Rejected,0,
CAND_1198,"Candidate 198 has experience in Python, Machine Learning, NLP.","Java, Spring Boot, Microservices",13,Bachelor's,AWS Certified,Software Engineer,"React, JavaScript, Node.js",IT,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",Remote,Berlin,116017,120854,Interviewed,0,
CAND_1199,"Candidate 199 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",3,Bachelor's,Google Data Engineer,Security Analyst,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a Security Analyst with skills in AWS, DevOps, Kubernetes.",On-site,San Francisco,77365,81461,Hired,1,0.82
CAND_1200,"Candidate 200 has experience in AWS, DevOps, Kubernetes.","Deep Learning, TensorFlow, PyTorch",15,Master's,AWS Certified,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,San Francisco,145579,145208,Shortlisted,0,
CAND_1201,"Candidate 201 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",9,Bachelor's,PMP,Data Scientist,"C++, Embedded Systems, IoT",Finance,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",Hybrid,San Francisco,118308,120948,Shortlisted,0,
CAND_1202,"Candidate 202 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",11,Bachelor's,Google Data Engineer,Data Scientist,"C++, Embedded Systems, IoT",Education,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",Remote,Chicago,90587,93165,Rejected,0,
CAND_1203,"Candidate 203 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",15,Diploma,AWS Certified,Security Analyst,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Security Analyst with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,New York,125140,120285,Hired,1,0.79
CAND_1204,"Candidate 204 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",11,Bachelor's,None,AI Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",Hybrid,San Francisco,65902,65227,Rejected,0,
CAND_1205,"Candidate 205 has experience in Java, Spring Boot, Microservices.","Deep Learning, TensorFlow, PyTorch",15,Bachelor's,AWS Certified,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,London,104274,104899,Interviewed,0,
CAND_1206,"Candidate 206 has experience in AWS, DevOps, Kubernetes.","Java, Spring Boot, Microservices",15,Master's,AWS Certified,Software Engineer,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,San Francisco,56918,57611,Interviewed,0,
CAND_1207,"Candidate 207 has experience in SQL, Data Analysis, Tableau.","Cybersecurity, Penetration Testing, Risk Assessment",9,Diploma,Certified Ethical Hacker,DevOps Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",On-site,London,137076,133471,Interviewed,0,
CAND_1208,"Candidate 208 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",11,Master's,Certified Ethical Hacker,AI Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a AI Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,New York,54878,54278,Interviewed,0,
CAND_1209,"Candidate 209 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",7,PhD,None,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,San Francisco,139851,141954,Interviewed,0,
CAND_1210,"Candidate 210 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",1,PhD,PMP,Data Scientist,"C++, Embedded Systems, IoT",Healthcare,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",Hybrid,London,120576,115709,Shortlisted,0,
CAND_1211,"Candidate 211 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",5,Bachelor's,AWS Certified,AI Engineer,"Java, Spring Boot, Microservices",Healthcare,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,New York,112163,112554,Shortlisted,0,
CAND_1212,"Candidate 212 has experience in Deep Learning, TensorFlow, PyTorch.","SQL, Data Analysis, Tableau",5,Master's,Google Data Engineer,AI Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a AI Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,Chicago,77474,75097,Interviewed,0,
CAND_1213,"Candidate 213 has experience in SQL, Data Analysis, Tableau.","Cybersecurity, Penetration Testing, Risk Assessment",10,Master's,None,Data Scientist,"Deep Learning, TensorFlow, PyTorch",E-commerce,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,New York,135330,133181,Shortlisted,0,
CAND_1214,"Candidate 214 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",7,Diploma,PMP,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,San Francisco,70099,70223,Hired,1,0.88
CAND_1215,"Candidate 215 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",7,Bachelor's,None,Data Scientist,"C++, Embedded Systems, IoT",IT,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",Remote,New York,124894,125739,Hired,1,0.95
CAND_1216,"Candidate 216 has experience in Deep Learning, TensorFlow, PyTorch.","AWS, DevOps, Kubernetes",4,PhD,None,Data Scientist,"Python, Machine Learning, NLP",Finance,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,New York,79225,78482,Shortlisted,0,
CAND_1217,"Candidate 217 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",10,Diploma,Google Data Engineer,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,San Francisco,93663,89431,Rejected,0,
CAND_1218,"Candidate 218 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",10,Master's,None,Data Scientist,"React, JavaScript, Node.js",Finance,"Looking for a Data Scientist with skills in React, JavaScript, Node.js.",On-site,Berlin,99600,96465,Interviewed,0,
CAND_1219,"Candidate 219 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","C++, Embedded Systems, IoT",15,Master's,PMP,DevOps Engineer,"React, JavaScript, Node.js",Finance,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",On-site,San Francisco,81236,77617,Hired,1,0.59
CAND_1220,"Candidate 220 has experience in Python, Machine Learning, NLP.","Python, Machine Learning, NLP",4,Master's,Google Data Engineer,AI Engineer,"React, JavaScript, Node.js",Finance,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",On-site,New York,141811,140638,Shortlisted,0,
CAND_1221,"Candidate 221 has experience in Deep Learning, TensorFlow, PyTorch.","Deep Learning, TensorFlow, PyTorch",7,Master's,None,Data Scientist,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,San Francisco,117758,116132,Shortlisted,0,
CAND_1222,"Candidate 222 has experience in C++, Embedded Systems, IoT.","Cybersecurity, Penetration Testing, Risk Assessment",10,PhD,Google Data Engineer,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,New York,84179,83352,Interviewed,0,
CAND_1223,"Candidate 223 has experience in C++, Embedded Systems, IoT.","C++, Embedded Systems, IoT",11,Master's,AWS Certified,DevOps Engineer,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",On-site,Chicago,131871,129963,Shortlisted,0,
CAND_1224,"Candidate 224 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",1,Bachelor's,Google Data Engineer,Security Analyst,"React, JavaScript, Node.js",Education,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",On-site,Chicago,125801,129637,Interviewed,0,
CAND_1225,"Candidate 225 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",9,Bachelor's,None,Software Engineer,"Python, Machine Learning, NLP",E-commerce,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Remote,San Francisco,71868,69647,Shortlisted,0,
CAND_1226,"Candidate 226 has experience in Deep Learning, TensorFlow, PyTorch.","C++, Embedded Systems, IoT",5,PhD,AWS Certified,Data Scientist,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Berlin,103312,107090,Hired,1,0.44
CAND_1227,"Candidate 227 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",15,Bachelor's,Google Data Engineer,AI Engineer,"Python, Machine Learning, NLP",Healthcare,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",On-site,Berlin,70592,71654,Rejected,0,
CAND_1228,"Candidate 228 has experience in Java, Spring Boot, Microservices.","Java, Spring Boot, Microservices",10,Diploma,PMP,Software Engineer,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,San Francisco,101654,100529,Interviewed,0,
CAND_1229,"Candidate 229 has experience in React, JavaScript, Node.js.","React, JavaScript, Node.js",8,Diploma,None,AI Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Remote,Berlin,83546,88119,Shortlisted,0,
CAND_1230,"Candidate 230 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",5,Diploma,AWS Certified,Data Scientist,"C++, Embedded Systems, IoT",Healthcare,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",On-site,Chicago,56746,60957,Rejected,0,
CAND_1231,"Candidate 231 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",6,PhD,None,Software Engineer,"React, JavaScript, Node.js",Education,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",On-site,Chicago,123448,127908,Hired,1,0.03
CAND_1232,"Candidate 232 has experience in Python, Machine Learning, NLP.","AWS, DevOps, Kubernetes",9,PhD,None,Security Analyst,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Security Analyst with skills in SQL, Data Analysis, Tableau.",Remote,San Francisco,74533,73447,Shortlisted,0,
CAND_1233,"Candidate 233 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","C++, Embedded Systems, IoT",15,Diploma,AWS Certified,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,London,70733,72379,Interviewed,0,
CAND_1234,"Candidate 234 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",13,PhD,PMP,Software Engineer,"Java, Spring Boot, Microservices",Education,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,London,76261,71364,Rejected,0,
CAND_1235,"Candidate 235 has experience in AWS, DevOps, Kubernetes.","React, JavaScript, Node.js",4,Diploma,PMP,Data Scientist,"SQL, Data Analysis, Tableau",E-commerce,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Hybrid,Berlin,64386,63103,Shortlisted,0,
CAND_1236,"Candidate 236 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Java, Spring Boot, Microservices",15,Master's,AWS Certified,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,San Francisco,103585,104459,Hired,1,0.44
CAND_1237,"Candidate 237 has experience in React, JavaScript, Node.js.","AWS, DevOps, Kubernetes",5,PhD,PMP,Security Analyst,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Security Analyst with skills in Deep Learning, TensorFlow, PyTorch.",Remote,San Francisco,51242,54377,Shortlisted,0,
CAND_1238,"Candidate 238 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",7,PhD,Google Data Engineer,Data Scientist,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Data Scientist with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Berlin,82624,83708,Shortlisted,0,
CAND_1239,"Candidate 239 has experience in Java, Spring Boot, Microservices.","Java, Spring Boot, Microservices",8,Bachelor's,Certified Ethical Hacker,Data Scientist,"React, JavaScript, Node.js",Education,"Looking for a Data Scientist with skills in React, JavaScript, Node.js.",Remote,San Francisco,73459,76923,Interviewed,0,
CAND_1240,"Candidate 240 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",5,Diploma,Certified Ethical Hacker,Security Analyst,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Security Analyst with skills in Deep Learning, TensorFlow, PyTorch.",Remote,New York,55102,57407,Rejected,0,
CAND_1241,"Candidate 241 has experience in React, JavaScript, Node.js.","Python, Machine Learning, NLP",13,Bachelor's,AWS Certified,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,73025,72061,Shortlisted,0,
CAND_1242,"Candidate 242 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",12,Bachelor's,Certified Ethical Hacker,Data Scientist,"React, JavaScript, Node.js",Healthcare,"Looking for a Data Scientist with skills in React, JavaScript, Node.js.",On-site,San Francisco,136933,137262,Rejected,0,
CAND_1243,"Candidate 243 has experience in React, JavaScript, Node.js.","Python, Machine Learning, NLP",4,Bachelor's,PMP,DevOps Engineer,"Java, Spring Boot, Microservices",Education,"Looking for a DevOps Engineer with skills in Java, Spring Boot, Microservices.",Remote,London,147500,150126,Interviewed,0,
CAND_1244,"Candidate 244 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",7,Master's,None,AI Engineer,"Java, Spring Boot, Microservices",Finance,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,Chicago,76659,72785,Rejected,0,
CAND_1245,"Candidate 245 has experience in AWS, DevOps, Kubernetes.","Java, Spring Boot, Microservices",7,PhD,Google Data Engineer,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,144741,140767,Shortlisted,0,
CAND_1246,"Candidate 246 has experience in Python, Machine Learning, NLP.","SQL, Data Analysis, Tableau",11,Bachelor's,PMP,Security Analyst,"React, JavaScript, Node.js",Healthcare,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",On-site,Chicago,80749,78201,Rejected,0,
CAND_1247,"Candidate 247 has experience in Python, Machine Learning, NLP.","Python, Machine Learning, NLP",15,Bachelor's,Google Data Engineer,AI Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a AI Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Remote,Chicago,130434,134862,Interviewed,0,
CAND_1248,"Candidate 248 has experience in Python, Machine Learning, NLP.","Cybersecurity, Penetration Testing, Risk Assessment",15,Bachelor's,AWS Certified,Security Analyst,"C++, Embedded Systems, IoT",Finance,"Looking for a Security Analyst with skills in C++, Embedded Systems, IoT.",On-site,London,64510,60250,Interviewed,0,
CAND_1249,"Candidate 249 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",3,Bachelor's,None,DevOps Engineer,"Python, Machine Learning, NLP",IT,"Looking for a DevOps Engineer with skills in Python, Machine Learning, NLP.",Hybrid,London,67481,62538,Rejected,0,
CAND_1250,"Candidate 250 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",1,Bachelor's,Certified Ethical Hacker,AI Engineer,"React, JavaScript, Node.js",Education,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",Hybrid,San Francisco,57382,55667,Shortlisted,0,
CAND_1251,"Candidate 251 has experience in React, JavaScript, Node.js.","Cybersecurity, Penetration Testing, Risk Assessment",8,Diploma,AWS Certified,AI Engineer,"Java, Spring Boot, Microservices",Education,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,London,134605,132111,Hired,1,0.87
CAND_1252,"Candidate 252 has experience in Deep Learning, TensorFlow, PyTorch.","Java, Spring Boot, Microservices",13,Master's,Google Data Engineer,Security Analyst,"AWS, DevOps, Kubernetes",Finance,"Looking for a Security Analyst with skills in AWS, DevOps, Kubernetes.",Hybrid,Chicago,84453,80804,Rejected,0,
CAND_1253,"Candidate 253 has experience in Python, Machine Learning, NLP.","Java, Spring Boot, Microservices",12,Diploma,AWS Certified,DevOps Engineer,"SQL, Data Analysis, Tableau",E-commerce,"Looking for a DevOps Engineer with skills in SQL, Data Analysis, Tableau.",Hybrid,Chicago,110122,108535,Shortlisted,0,
CAND_1254,"Candidate 254 has experience in Java, Spring Boot, Microservices.","Deep Learning, TensorFlow, PyTorch",7,PhD,Google Data Engineer,Security Analyst,"Java, Spring Boot, Microservices",IT,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",Hybrid,Berlin,118497,115833,Hired,1,0.27
CAND_1255,"Candidate 255 has experience in C++, Embedded Systems, IoT.","React, JavaScript, Node.js",4,Master's,None,Security Analyst,"React, JavaScript, Node.js",E-commerce,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",Remote,London,63999,63284,Rejected,0,
CAND_1256,"Candidate 256 has experience in Java, Spring Boot, Microservices.","SQL, Data Analysis, Tableau",8,PhD,Google Data Engineer,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,Chicago,127080,128198,Hired,1,0.29
CAND_1257,"Candidate 257 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Python, Machine Learning, NLP",4,Master's,None,AI Engineer,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",Remote,San Francisco,73898,76220,Rejected,0,
CAND_1258,"Candidate 258 has experience in C++, Embedded Systems, IoT.","AWS, DevOps, Kubernetes",8,Master's,PMP,AI Engineer,"AWS, DevOps, Kubernetes",Finance,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Berlin,51706,55702,Interviewed,0,
CAND_1259,"Candidate 259 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",8,Diploma,PMP,Software Engineer,"AWS, DevOps, Kubernetes",Education,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,61401,64989,Hired,1,0.85
CAND_1260,"Candidate 260 has experience in Deep Learning, TensorFlow, PyTorch.","Deep Learning, TensorFlow, PyTorch",14,Master's,PMP,DevOps Engineer,"C++, Embedded Systems, IoT",E-commerce,"Looking for a DevOps Engineer with skills in C++, Embedded Systems, IoT.",On-site,Chicago,64092,61304,Shortlisted,0,
CAND_1261,"Candidate 261 has experience in C++, Embedded Systems, IoT.","Cybersecurity, Penetration Testing, Risk Assessment",14,Bachelor's,PMP,DevOps Engineer,"Python, Machine Learning, NLP",Education,"Looking for a DevOps Engineer with skills in Python, Machine Learning, NLP.",On-site,London,70379,66943,Hired,1,0.3
CAND_1262,"Candidate 262 has experience in C++, Embedded Systems, IoT.","SQL, Data Analysis, Tableau",14,PhD,Google Data Engineer,AI Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,San Francisco,95163,94709,Interviewed,0,
CAND_1263,"Candidate 263 has experience in React, JavaScript, Node.js.","Python, Machine Learning, NLP",10,Master's,AWS Certified,Software Engineer,"React, JavaScript, Node.js",Finance,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",Hybrid,Chicago,86243,83249,Hired,1,0.23
CAND_1264,"Candidate 264 has experience in SQL, Data Analysis, Tableau.","React, JavaScript, Node.js",11,PhD,Google Data Engineer,Data Scientist,"Python, Machine Learning, NLP",E-commerce,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,New York,117235,115803,Shortlisted,0,
